# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)Omega_m            15:(.)Omega_r            16:(.)rho_scf            17:(.)p_scf              18:(.)p_prime_scf        19:phi_scf               20:phi'_scf              21:V_scf                 22:V'_scf                23:V''_scf               24:w_scf                 25:Omega_scf             26:(.)rho_tot            27:(.)p_tot              28:(.)p_tot_prime        29:gr.fac. D             30:gr.fac. f          
       1.056736983182e+04       5.897289326599e-06       3.973913554035e+01       2.999647254555e+02       1.368933582232e+04       1.295311958245e+00       1.446739637223e+08       2.259999493421e+01       3.432504241655e+04       2.937978316845e+03       1.576027706846e+04       2.372940554111e+04       8.997883651759e+04       2.078072590064e-01       6.452011406740e-01       1.322613317462e+04      -4.493916823663e+02       5.143371041184e+02      -4.280844743505e+00       1.852519032979e-02       2.051328728548e+04      -1.297374202383e+05       8.205314914149e+05      -3.397755613324e-02       1.469916003196e-01       8.997883651759e+04       1.890209097019e+04      -1.682695086618e+03       5.318828376517e-04       3.112157945995e-01 
       1.045437899094e+04       6.015312643699e-06       4.011950910819e+01       2.941663022953e+02       1.368895544875e+04       1.309273959424e+00       1.431232172068e+08       2.281284237401e+01       3.288048323509e+04       2.844748768064e+03       1.526016326186e+04       2.273076058012e+04       8.653381340609e+04       2.092235545539e-01       6.426533354566e-01       1.281765756096e+04      -2.611670189204e+02       4.756679291899e+02      -4.273790769271e+00       1.856329149559e-02       1.961823686982e+04      -1.240766243700e+05       7.847294747889e+05      -2.037556532294e-02       1.481231099895e-01       8.653381340609e+04       1.827591425281e+04      -1.610525085058e+03       5.336699624922e-04       3.129136218238e-01 
       1.034259618217e+04       6.135663467417e-06       4.050323698515e+01       2.884746705501e+02       1.368857172087e+04       1.323386129910e+00       1.415890581914e+08       2.302749649036e+01       3.149671789630e+04       2.754477630759e+03       1.477591934247e+04       2.177414329472e+04       8.321763554896e+04       2.106572345824e-01       6.401390863800e-01       1.241637738472e+04      -8.581389637760e+01       4.385997229701e+02      -4.266661327856e+00       1.859432990314e-02       1.875328692164e+04      -1.186062005734e+05       7.501314768615e+05      -6.911347305151e-03       1.492036790376e-01       8.321763554896e+04       1.767113983396e+04      -1.542309541899e+03       5.354729041637e-04       3.146253420779e-01 
       1.023200848994e+04       6.258389970623e-06       4.089035591988e+01       2.828878793842e+02       1.368818460194e+04       1.337650077726e+00       1.400713092435e+08       2.324397590841e+01       3.017118790945e+04       2.667071026983e+03       1.430704171828e+04       2.085778496271e+04       8.002555230248e+04       2.121086610075e-01       6.376584903691e-01       1.202246668506e+04       7.705161897731e+01       4.031457126941e+02      -4.259458228057e+00       1.861835613739e-02       1.791812259912e+04      -1.133241576141e+05       7.167249039608e+05       6.408969223684e-03       1.502328486234e-01       8.002555230248e+04       1.708670924303e+04      -1.477758023114e+03       5.372918632915e-04       3.163512183518e-01 
       1.012260313675e+04       6.383541403002e-06       4.128090322753e+01       2.774040304680e+02       1.368779405463e+04       1.352067427943e+00       1.385697948267e+08       2.346229952515e+01       2.890144245709e+04       2.582438057780e+03       1.385304277754e+04       1.997999129803e+04       7.695299611986e+04       2.135781797205e-01       6.352115735557e-01       1.163608152942e+04       2.278297174748e+02       3.693115634514e+02      -4.252183314764e+00       1.863543180008e-02       1.711237771792e+04      -1.082281795389e+05       6.844951087129e+05       1.957959102458e-02       1.512102467239e-01       7.695299611986e+04       1.652164096918e+04      -1.416601555366e+03       5.391270443773e-04       3.180915006831e-01 
       1.001436748174e+04       6.511168110340e-06       4.167491677853e+01       2.720212756011e+02       1.368740004108e+04       1.366639822856e+00       1.370843412810e+08       2.368248650205e+01       2.768513386372e+04       2.500490708645e+03       1.341345038164e+04       1.913913931816e+04       7.399557437966e+04       2.150661201525e-01       6.327982933362e-01       1.125736010749e+04       3.669343515490e+02       3.370957854206e+02      -4.244838465660e+00       1.864562904786e-02       1.633563863391e+04      -1.033156502326e+05       6.534255453525e+05       3.259506207897e-02       1.521355865113e-01       7.399557437966e+04       1.597502541217e+04      -1.358591506234e+03       5.409786557857e-04       3.198464257734e-01 
       9.907289019166e+03       6.641321553890e-06       4.207243498677e+01       2.667378144017e+02       1.368700252287e+04       1.381368922162e+00       1.356147768027e+08       2.390455625742e+01       2.652001325505e+04       2.421143758002e+03       1.298780737417e+04       1.833367434329e+04       7.114906163179e+04       2.165727949009e-01       6.304185405910e-01       1.088642290128e+04       4.947907954720e+02       3.064901717154e+02      -4.237425587950e+00       1.864903010631e-02       1.558744815872e+04      -9.858367818204e+04       6.234979263446e+05       4.545026405447e-02       1.530086645081e-01       7.114906163179e+04       1.544601999492e+04      -1.303498471758e+03       5.428469097289e-04       3.216162166570e-01 
       9.801355377007e+03       6.774054329825e-06       4.247349679737e+01       2.615518920624e+02       1.368660146106e+04       1.396256403146e+00       1.341609314248e+08       2.412852845842e+01       2.540392639999e+04       2.344314688571e+03       1.257567110543e+04       1.756210712186e+04       6.840939224142e+04       2.180984994188e-01       6.280721420565e-01       1.052337292556e+04       6.118332735927e+02       2.774802604760e+02      -4.229946615132e+00       1.864572676135e-02       1.486730947795e+04      -9.402912125724e+04       5.946923791140e+05       5.814041542769e-02       1.538293585247e-01       6.840939224142e+04       1.493384444754e+04      -1.251111175608e+03       5.447320222492e-04       3.234010824235e-01 
       9.696554315509e+03       6.909420188790e-06       4.287814167403e+01       2.564617971813e+02       1.368619681618e+04       1.411303960865e+00       1.327226369977e+08       2.435442301289e+01       2.433480972765e+04       2.269923601557e+03       1.217661297214e+04       1.682301107703e+04       6.577265341345e+04       2.196435117629e-01       6.257588628203e-01       1.016829603508e+04       7.185026720799e+02       2.500458148976e+02      -4.222403503813e+00       1.863581983353e-02       1.417469004449e+04      -8.964861133438e+04       5.669876017757e+05       7.066106942612e-02       1.545976254167e-01       6.577265341345e+04       1.443777627364e+04      -1.201235384219e+03       5.466342131997e-04       3.252012179904e-01 
       9.592873725783e+03       7.047474055557e-06       4.328640958597e+01       2.514658596683e+02       1.368578854827e+04       1.426513308330e+00       1.312997271699e+08       2.458226006099e+01       2.331068651187e+04       2.197893133556e+03       1.179021797169e+04       1.611501966900e+04       6.323507857874e+04       2.212080924012e-01       6.234784089305e-01       9.821261292629e+03       8.152443454802e+02       2.241613152282e+02      -4.214798230582e+00       1.861941863727e-02       1.350902542072e+04      -8.543857859655e+04       5.403610168248e+05       8.300811079042e-02       1.553134986683e-01       6.323507857874e+04       1.395714640577e+04      -1.153692842008e+03       5.485537062232e-04       3.270168039261e-01 
       9.490301628398e+03       7.188272048810e-06       4.369834099459e+01       2.465624487334e+02       1.368537661686e+04       1.441886176699e+00       1.298920373689e+08       2.481205996661e+01       2.232966321645e+04       2.128148376103e+03       1.141608427056e+04       1.543682386839e+04       6.079304112540e+04       2.227924840727e-01       6.212304300905e-01       9.482321393902e+03       9.025060294719e+02       1.997964570111e+02      -4.207132788948e+00       1.859664043022e-02       1.286972304665e+04      -8.139527536527e+04       5.147889218617e+05       9.517775152108e-02       1.559770858369e-01       6.079304112540e+04       1.349133505775e+04      -1.108320230636e+03       5.504907287299e-04       3.288480063190e-01 
       9.388826172001e+03       7.331871501050e-06       4.411397683989e+01       2.417499709562e+02       1.368496098102e+04       1.457424315460e+00       1.284994047824e+08       2.504384330866e+01       2.138992599407e+04       2.060616797771e+03       1.105382278643e+04       1.478716973596e+04       5.844304845734e+04       2.243969117007e-01       6.190145224276e-01       9.151513143100e+03       9.807358678765e+02       1.769166503019e+02      -4.199409186350e+00       1.856760985513e-02       1.225616591284e+04      -7.751479933030e+04       4.902466365093e+05       1.071665256380e-01       1.565885658716e-01       5.844304845734e+04       1.303976777789e+04      -1.064968155915e+03       5.524455118742e-04       3.306949766925e-01 
       9.288435631947e+03       7.478330978645e-06       4.453335852672e+01       2.370268684415e+02       1.368454159933e+04       1.473129492632e+00       1.271216683397e+08       2.527763087227e+01       2.048973733267e+04       1.995228168738e+03       1.070305678358e+04       1.416485610410e+04       5.618173636318e+04       2.260215823560e-01       6.168302313184e-01       8.828857974092e+03       1.050380561053e+03       1.554835149662e+02      -4.191629441244e+00       1.853245837753e-02       1.166771611956e+04      -7.379311605948e+04       4.667086447782e+05       1.189712830510e-01       1.571481863255e-01       5.618173636318e+04       1.260191170664e+04      -1.023500165690e+03       5.544182905303e-04       3.325578519620e-01 
       9.189118408944e+03       7.627710302048e-06       4.495652791078e+01       2.323916170593e+02       1.368411842995e+04       1.489003494953e+00       1.257586686932e+08       2.551344363986e+01       1.962743284283e+04       1.931914487756e+03       1.036342148103e+04       1.356873235599e+04       5.400586367943e+04       2.276666852654e-01       6.146770542522e-01       8.514362511825e+03       1.111883640635e+03       1.354553676971e+02      -4.183795580277e+00       1.849132372223e-02       1.110371830679e+04      -7.022608069205e+04       4.441487322673e+05       1.305891825830e-01       1.576562604825e-01       5.400586367943e+04       1.217727204024e+04      -9.837918015542e+02       5.564093032670e-04       3.344367544332e-01 
       9.090863027711e+03       7.780070566177e-06       4.538352728457e+01       2.278427247729e+02       1.368369143057e+04       1.505048128075e+00       1.244102482002e+08       2.575130278215e+01       1.880141818048e+04       1.870609911428e+03       1.003456367328e+04       1.299769629818e+04       5.191230723193e+04       2.293323918646e-01       6.125544437197e-01       8.208019168558e+03       1.165683874907e+03       1.167876967145e+02      -4.175909635547e+00       1.844434931193e-02       1.056350294048e+04      -6.680945872294e+04       4.225401176150e+05       1.420176842876e-01       1.581131644157e-01       5.191230723193e+04       1.176538870113e+04      -9.457296870311e+02       5.584187923220e-04       3.363317918388e-01 
       8.993658135658e+03       7.935474160973e-06       4.581439936332e+01       2.233787300529e+02       1.368326055849e+04       1.521265216768e+00       1.230762509048e+08       2.599122964914e+01       1.801016609905e+04       1.811250685736e+03       9.716141362911e+03       1.245069212270e+04       4.989805704003e+04       2.310188558925e-01       6.104618101125e-01       7.909806769629e+03       1.212213806925e+03       9.943362070359e+01      -4.167973641960e+00       1.839168371038e-02       1.004638944406e+04      -6.353894580793e+04       4.018555777581e+05       1.532545411323e-01       1.585193339950e-01       4.989805704003e+04       1.136583321417e+04      -9.092106543422e+02       5.604470035766e-04       3.382430574094e-01 
       8.897492501566e+03       8.093984792164e-06       4.624918727080e+01       2.189982003788e+02       1.368282577059e+04       1.537656605114e+00       1.217565225198e+08       2.623324576111e+01       1.725221362568e+04       1.753775079742e+03       9.407823404961e+03       1.192670845494e+04       4.796021176915e+04       2.327262135211e-01       6.083985246159e-01       7.619691203829e+03       1.251898426107e+03       8.334432905731e+01      -4.159989634679e+00       1.833348007295e-02       9.551689166583e+03      -6.041018653607e+04       3.820675666592e+05       1.642977901097e-01       1.588752618630e-01       4.796021176915e+04       1.097820578631e+04      -8.741409114331e+02       5.624941865289e-04       3.401706299784e-01 
       8.802355014297e+03       8.255667502230e-06       4.668793452524e+01       2.146997308263e+02       1.368238702333e+04       1.554224156712e+00       1.204509104094e+08       2.647737279958e+01       1.652615935629e+04       1.698123321385e+03       9.109289162546e+03       1.142477648369e+04       4.609597441689e+04       2.344545835215e-01       6.063639220899e-01       7.337626092979e+03       1.285153972846e+03       6.846950090695e+01      -4.151959646676e+00       1.826989560629e-02       9.078708180199e+03      -5.741879212222e+04       3.631483272039e+05       1.751457428548e-01       1.591814943886e-01       4.609597441689e+04       1.060213258617e+04      -8.404352505870e+02       5.645605942685e-04       3.421145741169e-01 
       8.708234681504e+03       8.420588691600e-06       4.713068502527e+01       2.104819427387e+02       1.368194427283e+04       1.570969754884e+00       1.191592635714e+08       2.672363259831e+01       1.583066086446e+04       1.644237535326e+03       8.820228173407e+03       1.094396816988e+04       4.430264821908e+04       2.362040674631e-01       6.043573039233e-01       7.063553476000e+03       1.312386874456e+03       5.475770094459e+01      -4.143885706385e+00       1.820109103926e-02       8.626749902315e+03      -5.456035699125e+04       3.450699960885e+05       1.857969758303e-01       1.594386286136e-01       4.430264821908e+04       1.023726321924e+04      -8.080162995044e+02       5.666464834504e-04       3.440749402976e-01 
       8.615120628366e+03       8.588816140074e-06       4.757748303592e+01       2.063434824828e+02       1.368149747482e+04       1.587895302879e+00       1.178814326198e+08       2.697204713436e+01       1.516443221941e+04       1.592061682758e+03       8.540339827046e+03       1.048339453068e+04       4.257763276315e+04       2.379747499390e-01       6.023779408491e-01       6.797404503252e+03       1.333992810410e+03       4.215675041255e+01      -4.135769835455e+00       1.812723010790e-02       8.195117539263e+03      -5.183047423308e+04       3.278047015664e+05       1.962503202173e-01       1.596473092120e-01       4.257763276315e+04       9.883268393774e+03      -7.768138154215e+02       5.687521142698e-04       3.460517650828e-01 
       8.523002096329e+03       8.760419028504e-06       4.802837317477e+01       2.022830202854e+02       1.368104658468e+04       1.605002724081e+00       1.166172697678e+08       2.722263851919e+01       1.452624160836e+04       1.541541503129e+03       8.269333052100e+03       1.004220399584e+04       4.091842029579e+04       2.397666988194e-01       6.004250757139e-01       6.539100136370e+03       1.350355902619e+03       3.061407218700e+01      -4.127614046614e+00       1.804847905504e-02       7.783116350626e+03      -4.922474992350e+04       3.113246540209e+05       2.065048515022e-01       1.598082254667e-01       4.091842029579e+04       9.539837770684e+03      -7.467640223390e+02       5.708777504368e-04       3.480450713364e-01 
       8.431868441861e+03       8.935467960745e-06       4.848340039827e+01       1.982992491495e+02       1.368059155746e+04       1.622293962224e+00       1.153666288109e+08       2.747542898991e+01       1.391490905899e+04       1.492624457711e+03       8.006926013647e+03       9.619580833183e+03       3.932259221325e+04       2.415799655282e-01       5.984979261932e-01       6.288551849720e+03       1.361848026819e+03       2.007700917209e+01      -4.119420341638e+00       1.796500614659e-02       7.390055734353e+03      -4.673881631164e+04       2.956022293700e+05       2.165598788661e-01       1.599221082785e-01       3.932259221325e+04       9.206677990877e+03      -7.178089912100e+02       5.730236591525e-04       3.500548684561e-01 
       8.341709135227e+03       9.114034985867e-06       4.894260998823e+01       1.943908838461e+02       1.368013234787e+04       1.639770981600e+00       1.141293651097e+08       2.773044090053e+01       1.332930425779e+04       1.445259674964e+03       7.752845820103e+03       9.214743640389e+03       3.778781572245e+04       2.434145853422e-01       5.965956874503e-01       6.045662329201e+03       1.368828239718e+03       1.049311563635e+01      -4.111190709413e+00       1.787698120482e-02       7.015251134225e+03      -4.436834388381e+04       2.806100453649e+05       2.264149344079e-01       1.599897272075e-01       3.778781572245e+04       8.883510872446e+03      -6.898960625650e+02       5.751901110852e-04       3.520811526259e-01 
       8.252513759268e+03       9.296193620665e-06       4.940604753848e+01       1.905566599812e+02       1.367966891032e+04       1.657435767277e+00       1.129053355735e+08       2.798769671339e+01       1.276834446015e+04       1.399397897634e+03       7.506828239433e+03       8.826943900215e+03       3.631184066318e+04       2.452705777071e-01       5.947175347203e-01       5.810326165747e+03       1.371642316904e+03       1.810421431724e+00      -4.102927124116e+00       1.778457516135e-02       6.658025773265e+03      -4.210905232659e+04       2.663210309265e+05       2.360697623121e-01       1.600118875725e-01       3.631184066318e+04       8.570071770358e+03      -6.629773108090e+02       5.773773803478e-04       3.541239070828e-01 
       8.164272008200e+03       9.482018872473e-06       4.987375894177e+01       1.867953331330e+02       1.367920119892e+04       1.675290325317e+00       1.116943986440e+08       2.824721899070e+01       1.223099248842e+04       1.354991431524e+03       7.268617424355e+03       8.455464596545e+03       3.489249648028e+04       2.471479465722e-01       5.928626258273e-01       5.582430539433e+03       1.370622394912e+03      -6.022330637184e+00      -4.094631543494e+00       1.768795962903e-02       6.317712216782e+03      -3.995672041235e+04       2.527084886672e+05       2.455243079569e-01       1.599894276005e-01       3.489249648028e+04       8.266108089901e+03      -6.370090491279e+02       5.795857444759e-04       3.561831023999e-01 
       8.076973686423e+03       9.671587262288e-06       5.034579037694e+01       1.831056780580e+02       1.367872916748e+04       1.693336682994e+00       1.104964142786e+08       2.850903038618e+01       1.171625481430e+04       1.311994095894e+03       7.037965646279e+03       8.099618888671e+03       3.352768933707e+04       2.490466807368e-01       5.910301036183e-01       5.361855891930e+03       1.366086711602e+03      -1.305547380118e+01      -4.086305907240e+00       1.758730649478e-02       5.993653770492e+03      -3.790719484177e+04       2.397461508156e+05       2.547787070626e-01       1.599232156450e-01       3.352768933707e+04       7.971377945926e+03      -6.119513737787e+02       5.818154844073e-04       3.582586967800e-01 
       7.990608707342e+03       9.864976848283e-06       5.082218829638e+01       1.794864879632e+02       1.367825276956e+04       1.711576889018e+00       1.093112439345e+08       2.877315363695e+01       1.122317972181e+04       1.270361175439e+03       6.814633037671e+03       7.758748841373e+03       3.221539936135e+04       2.509667542042e-01       5.892190983034e-01       5.148476585061e+03       1.358339438305e+03      -1.933823191882e+01      -4.077952135498e+00       1.748278753453e-02       5.685205720134e+03      -3.595639808383e+04       2.274082288012e+05       2.638332749238e-01       1.598141474924e-01       3.221539936135e+04       7.685648959365e+03      -5.877677463156e+02       5.840668844620e-04       3.603506363572e-01 
       7.905167092201e+03       1.006226724956e-05       5.130299941368e+01       1.759365738360e+02       1.367777195844e+04       1.730013013757e+00       1.081387505525e+08       2.903961155541e+01       1.075085554765e+04       1.230049373784e+03       6.598387342607e+03       7.432224208439e+03       3.095367801314e+04       2.529081265583e-01       5.874287297415e-01       4.942161540661e+03       1.347670595842e+03      -2.491855874286e+01      -4.069572127422e+00       1.737457404600e-02       5.391736417229e+03      -3.410033524279e+04       2.156694566850e+05       2.726884956621e-01       1.596631437002e-01       3.095367801314e+04       7.408697181203e+03      -5.644246121422e+02       5.863402323241e-04       3.624588555142e-01 
       7.820638968931e+03       1.026353967029e-05       5.178827069157e+01       1.724547638343e+02       1.367728668717e+04       1.748647149465e+00       1.069787985416e+08       2.930842702140e+01       1.029840899561e+04       1.191016768459e+03       6.389003675239e+03       7.119441267380e+03       2.974064556915e+04       2.548707433426e-01       5.856581096228e-01       4.742774862462e+03       1.334356048966e+03      -2.984300077739e+01      -4.061167759863e+00       1.726283650448e-02       5.112628220244e+03      -3.233510001060e+04       2.045051288056e+05       2.813450116570e-01       1.594711470346e-01       2.974064556915e+04       7.140306136628e+03      -5.418910537129e+02       5.886358190245e-04       3.645832772037e-01 
       7.737014571012e+03       1.046887692428e-05       5.227804933030e+01       1.690399027335e+02       1.367679690853e+04       1.767481410511e+00       1.058312537630e+08       2.957962297450e+01       9.865003521883e+03       1.153222767300e+03       6.186264285916e+03       6.819821703188e+03       2.857448871615e+04       2.568545364407e-01       5.839063435505e-01       4.550176437861e+03       1.318657572407e+03      -3.415658253354e+01      -4.052740886144e+00       1.714774424166e-02       4.847278298182e+03      -3.065687974927e+04       1.938911319231e+05       2.898036132038e-01       1.592391200088e-01       2.857448871615e+04       6.880265980764e+03      -5.201384766035e+02       5.909539389246e-04       3.667238132716e-01 
       7.654284236339e+03       1.067836345988e-05       5.277238275621e+01       1.656908514228e+02       1.367630257510e+04       1.786517933610e+00       1.046959835146e+08       2.985322240650e+01       9.449837788369e+03       1.116628066235e+03       5.989958334744e+03       6.532811539070e+03       2.745345824520e+04       2.588594244669e-01       5.821725330444e-01       4.364222516784e+03       1.300822980893e+03      -3.790271283037e+01      -4.044293334935e+00       1.702946514425e-02       4.595099303837e+03      -2.906195974891e+04       1.838039721494e+05       2.980652283173e-01       1.589680424887e-01       2.745345824520e+04       6.628372756706e+03      -4.991403265359e+02       5.932948897022e-04       3.688803647881e-01 
       7.572438406110e+03       1.089208538526e-05       5.327131861064e+01       1.624064864498e+02       1.367580363925e+04       1.805758878057e+00       1.035728565159e+08       3.012924835400e+01       9.052144181034e+03       1.081194608414e+03       5.799881672312e+03       6.257880112182e+03       2.637586684097e+04       2.608853131620e-01       5.804557774546e-01       4.184766267031e+03       1.281086317035e+03      -4.112311078042e+01      -4.035826909201e+00       1.690816537369e-02       4.355519924993e+03      -2.754672671380e+04       1.742207969956e+05       3.061309127653e-01       1.586589093834e-01       2.637586684097e+04       6.384427748108e+03      -4.788718354841e+02       5.956589723381e-04       3.710528223813e-01 
       7.491467623720e+03       1.111013049409e-05       5.377490473925e+01       1.591856996114e+02       1.367530005312e+04       1.825206425961e+00       1.024617428926e+08       3.040772389131e+01       8.671187390654e+03       1.046885544624e+03       5.615836627395e+03       5.994519092468e+03       2.534008696076e+04       2.629320957870e-01       5.787551757747e-01       4.011658305619e+03       1.259668091006e+03      -4.385775004890e+01      -4.027343385256e+00       1.678400910792e-02       4.127985321919e+03      -2.610767152937e+04       1.651194128727e+05       3.140018403965e-01       1.583127284382e-01       2.534008696076e+04       6.148236918713e+03      -4.593097949657e+02       5.980464911042e-04       3.732410665713e-01 
       7.411362533667e+03       1.133258829171e-05       5.428318918153e+01       1.560273975848e+02       1.367479176868e+04       1.844862782489e+00       1.013625141618e+08       3.068867212339e+01       8.306263053273e+03       1.013665194973e+03       5.437631801377e+03       5.742241542787e+03       2.434454879708e+04       2.649996535209e-01       5.770698283693e-01       3.844747204671e+03       1.236775565298e+03      -4.614481990469e+01      -4.018844511884e+00       1.665715830311e-02       3.911957459060e+03      -2.474139135998e+04       1.564782983583e+05       3.216792937115e-01       1.579305181097e-01       2.434454879708e+04       5.919610430652e+03      -4.404323545695e+02       6.004577535534e-04       3.754449681048e-01 
       7.332113880476e+03       1.155955002162e-05       5.479622016078e+01       1.529305015980e+02       1.367427873770e+04       1.864730176099e+00       1.002750432169e+08       3.097211617905e+01       7.956696447887e+03       9.814990117854e+02       5.265081869211e+03       5.500581018609e+03       2.338773831901e+04       2.670878558582e-01       5.753988386110e-01       3.683879971518e+03       1.212603078847e+03      -4.802070162298e+01      -4.010332009558e+00       1.652777247531e-02       3.706915339007e+03      -2.344459112870e+04       1.482766135562e+05       3.291646547179e-01       1.575133055309e-01       2.338773831901e+04       5.698362234346e+03      -4.222188438472e+02       6.028930705101e-04       3.776643882907e-01 
       7.253712507623e+03       1.179110869250e-05       5.531404607439e+01       1.498939471353e+02       1.367376091178e+04       1.884810858792e+00       9.919920431296e+07       3.125807920435e+01       7.621841248920e+03       9.503535436679e+02       5.098007386685e+03       5.269090705577e+03       2.246819538781e+04       2.691965610035e-01       5.737413144222e-01       3.528902502960e+03       1.187332405112e+03      -4.951995881498e+01      -4.001807569723e+00       1.639600850260e-02       3.512355146772e+03      -2.221408442978e+04       1.404942058668e+05       3.364593961200e-01       1.570621245743e-01       2.246819538781e+04       5.484309723278e+03      -4.046496157347e+02       6.053527560636e-04       3.798991793320e-01 
       7.176149356480e+03       1.202735910558e-05       5.583671548441e+01       1.469166836755e+02       1.367323824237e+04       1.905107106351e+00       9.813487305226e+07       3.154658435616e+01       7.301078331217e+03       9.201964007271e+02       4.936234603811e+03       5.047342593386e+03       2.158451194221e+04       2.713256162667e-01       5.720963697332e-01       3.379660013073e+03       1.161133138420e+03      -5.067534025026e+01      -3.993272854164e+00       1.626202044554e-02       3.327790311980e+03      -2.104679392195e+04       1.331116124751e+05       3.435650727967e-01       1.565780140001e-01       2.158451194221e+04       5.277273446620e+03      -3.877059096799e+02       6.078371275612e-04       3.821491846575e-01 
       7.099415465272e+03       1.226839788258e-05       5.636427710855e+01       1.439976744589e+02       1.367271068075e+04       1.925621218592e+00       9.708192636979e+07       3.183765479587e+01       6.993814625320e+03       8.909962208832e+02       4.779595284130e+03       4.834926684418e+03       2.073533024957e+04       2.734748584547e-01       5.704631258517e-01       3.235997434819e+03       1.134163103774e+03      -5.151779381719e+01      -3.984729494436e+00       1.612595938620e-02       3.152751496567e+03      -1.993975125067e+04       1.261100598586e+05       3.504833136054e-01       1.560620156935e-01       2.073533024957e+04       5.077076873686e+03      -3.713697327558e+02       6.103465056044e-04       3.844142392495e-01 
       7.023501968035e+03       1.251432349404e-05       5.689677981141e+01       1.411358962822e+02       1.367217817805e+04       1.946355519617e+00       9.604024251901e+07       3.213131368337e+01       6.699482020923e+03       8.627226372554e+02       4.627926529756e+03       4.631450235680e+03       1.991934121937e+04       2.756441142577e-01       5.688407127431e-01       3.097759795761e+03       1.106568785579e+03      -5.207649031144e+01      -3.976179091379e+00       1.598797328546e-02       2.986786515273e+03      -1.889009654523e+04       1.194714606068e+05       3.572158135351e-01       1.555151729992e-01       1.991934121937e+04       4.883546204446e+03      -3.556237571071e+02       6.128812140451e-04       3.866941699678e-01 
       6.948400093595e+03       1.276523628817e-05       5.743427259621e+01       1.383303393168e+02       1.367164068526e+04       1.967312358064e+00       9.500970105776e+07       3.242758417113e+01       6.417536316473e+03       8.353462465813e+02       4.481070611969e+03       4.436537032652e+03       1.913528277550e+04       2.778332006339e-01       5.672282702310e-01       2.964792567821e+03       1.078485770662e+03      -5.237885578050e+01      -3.967623214681e+00       1.584820685676e-02       2.829460195738e+03      -1.789507753399e+04       1.131784078254e+05       3.637643261684e-01       1.549385291352e-01       1.913528277550e+04       4.696510220371e+03      -3.404512321261e+02       6.154415799849e-04       3.889887958702e-01 
       6.874101164555e+03       1.302123852013e-05       5.797680459665e+01       1.355800069488e+02       1.367109815326e+04       1.988494107366e+00       9.399018283424e+07       3.272648939853e+01       6.147456212977e+03       8.088385786391e+02       4.338874807183e+03       4.249826693691e+03       1.838193828422e+04       2.800419251891e-01       5.656249491160e-01       2.836941991734e+03       1.050039201838e+03      -5.245061125311e+01      -3.959063402512e+00       1.570680145630e-02       2.680354184844e+03      -1.695204831949e+04       1.072141673896e+05       3.701306564948e-01       1.543331256948e-01       1.838193828422e+04       4.515800170727e+03      -3.258359098825e+02       6.180279337742e-04       3.912979285281e-01 
       6.800596596292e+03       1.328243438195e-05       5.852442506927e+01       1.328839156386e+02       1.367055053279e+04       2.009903166007e+00       9.298156997326e+07       3.302805248628e+01       5.888742350154e+03       7.831720666398e+02       4.201191238122e+03       4.070974003707e+03       1.765813503546e+04       2.822700865495e-01       5.640299122111e-01       2.714055376836e+03       1.021344238363e+03      -5.231581873045e+01      -3.950501161220e+00       1.556389498926e-02       2.539066707710e+03      -1.605846785429e+04       1.015626683043e+05       3.763166540668e-01       1.537000012394e-01       1.765813503546e+04       4.341249689650e+03      -3.117619823901e+02       6.206406090140e-04       3.936213723364e-01 
       6.727877895965e+03       1.354893003276e-05       5.907718338608e+01       1.302410947978e+02       1.366999777447e+04       2.031541957786e+00       9.198374586253e+07       3.333229653116e+01       5.640916383154e+03       7.583200185591e+02       4.067876720031e+03       3.899648275884e+03       1.696274277414e+04       2.845174747298e-01       5.624423353033e-01       2.595981376514e+03       9.925065197949e+02      -5.199693239173e+01      -3.941937965078e+00       1.541962183029e-02       2.405212285078e+03      -1.521189815348e+04       9.620849139901e+04       3.823242064732e-01       1.530401899669e-01       1.696274277414e+04       4.172694739474e+03      -2.982140293865e+02       6.232799425582e-04       3.959589248184e-01 
       6.655936661531e+03       1.382083362973e-05       5.963512902749e+01       1.276505866800e+02       1.366943982883e+04       2.053412932081e+00       9.099659513913e+07       3.363924460077e+01       5.403520098124e+03       7.342565893785e+02       3.938792611776e+03       3.735532740262e+03       1.629467227974e+04       2.867838714968e-01       5.608614080414e-01       2.482570240195e+03       9.636226303999e+02      -5.151485405773e+01      -3.933375256090e+00       1.527411275810e-02       2.278421414693e+03      -1.441000227962e+04       9.113685658361e+04       3.881552331523e-01       1.523547204618e-01       1.629467227974e+04       4.009973576529e+03      -2.851769754077e+02       6.259462745184e-04       3.983103769263e-01 
